"y_pred1","y_pred2","X1","X1.1"
0.296719921385668,0.672686487231796,0.273033626139217,0.296259275672067
0.0988270429327062,0.245208603977486,0.0964882418379926,0.152751723558851
0.0730447990645555,0.193313654696696,0.0770494224386348,0.163040474785249
0.104163406890848,0.275253877314596,0.116950817926992,0.199458256403023
0.0561192980774183,0.131916561939892,0.0598027469944042,0.113661455976015
0.0412320636006312,0.0481392770060918,0.0282238979243387,0.146565611116807
0.80214384681036,0.922544312168307,0.798519944848949,0.624936537443202
0.81667810143498,0.927649587208639,0.803912114811221,0.585762924824892
0.144549120030287,0.265553592000213,0.140996575702331,0.206140292915733
0.0687732073949612,0.230795767874479,0.0783663376074276,0.138103057664666
0.460533768950133,0.724077887495686,0.464193791094738,0.412585108429237
0.0637024139439001,0.197995695413224,0.0784460871573619,0.236416133112202
0.37401432047872,0.66126972278824,0.387946647398404,0.304768502948528
0.0287645315608536,0.0828005747783076,0.0411009351318406,0.155497317224336
0.04547943047318,0.109361993834932,0.0530615287570772,0.148119129235228
0.778985015420166,0.913026235574115,0.753308425422154,0.472175481560854
0.130861528963966,0.332654892185117,0.14869169759849,0.212686708208734
0.0299447085825627,0.0737929017172093,0.0457173103041487,0.181201157404991
0.08233200761326,0.157653460057859,0.0880334969703767,0.147106558247352
0.0987197531840276,0.212874024228353,0.098850048290099,0.166259124614868
0.0274108138085726,0.0874074271960374,0.0337831853133786,0.154216243515507
0.0430896684653193,0.113937742857742,0.0477909238756247,0.1507564894286
0.710441568127239,0.872768572867714,0.685326239370693,0.442883204853968
0.0216354972094232,0.0573022101336967,0.0202740509107377,0.109613966095566
0.0498377354836933,0.1416408570542,0.0544975724890854,0.136720466436799
0.0609452966853269,0.182804329023676,0.0727847563212773,0.17250503392139
0.0476030821791056,0.138338052775409,0.0588473161553699,0.150267755540414
0.0382235714750529,0.115119910311137,0.0473363844500773,0.138982766460696
0.758116464260355,0.903394465800178,0.776065137826807,0.632778432558169
0.473757153643004,0.683064331900162,0.415735709789558,0.303786068457792
0.0136338221609326,0.0487980057465649,0.0265935182843954,0.116317440673369
0.139022431031071,0.308882890800477,0.156422780075882,0.210460765900416
0.751208047503678,0.903172763124684,0.795280148836037,0.654564772270012
0.568125471485517,0.789240169245062,0.565083383872023,0.359370767285638
0.00292987280031168,0.00588172520454529,0.00281169059619506,0.0621797983558331
0.152492466488524,0.354759619761536,0.193932905057102,0.294173764138037
0.756332045111385,0.910682894517815,0.765281890627346,0.62952301610642
0.114638802034394,0.278854272330168,0.124365427860038,0.226782108844955
0.817283745803971,0.937362129039971,0.833353676598324,0.631881376798855
0.117806442051157,0.296496970060423,0.144482077709636,0.215875611079459
0.0838494903622887,0.201155397486156,0.102583850408462,0.195602754723149
0.0128307931711712,0.045579699657509,0.0242218883165501,0.141647289501601
0.0483758130038202,0.125844402065949,0.050097392027842,0.146395822640856
0.0241179416720836,0.0773524619953862,0.0403874416744482,0.121554252299201
0.881056619156702,0.960794489014701,0.886270275007406,0.657788539725872
0.0930984086482539,0.310912945173349,0.106442834598783,0.17219917150036
0.649142750935984,0.863433918382179,0.657472792553581,0.50204838182416
0.0812622240218327,0.267258347745223,0.088434156581035,0.203970202747339
0.134570518115581,0.350257378157313,0.109748927969821,0.127952344397115
0.0514385435508383,0.140367122286896,0.0528504554189067,0.109903246496794
0.0521145561469827,0.15633797906298,0.0558836594802483,0.149060226057498
0.0395601800516228,0.10693135346448,0.039688893568706,0.128448248200403
0.0251506070069681,0.0784649413507349,0.0284009611706506,0.109748424947643
0.140947662086606,0.346761021092043,0.144045280827764,0.227727161072634
0.73333713867191,0.902980741739911,0.733392100037577,0.533466983902236
0.635898140517719,0.854976695554556,0.629364646817651,0.496730608878194
0.0240163676761758,0.0567525853373883,0.0285438357430682,0.0955117126332095
0.000180181473733156,0.000297600594473417,0.000928322411978779,0.0930631897143497
0.020204828187573,0.0328419686633561,0.0096074551856916,0.0678564947046159
0.625449408470281,0.827108097768734,0.62460472768957,0.416967424645349
0.102123933285573,0.257115904867887,0.110205939545387,0.210288950584469
0.560296280790492,0.787704922000812,0.561829725909546,0.430018579273277
0.0835005581167265,0.216404344915592,0.0899869953353789,0.150898054832904
0.0732703872676407,0.24042894643386,0.0784718253965283,0.172411601945949
0.185679455986996,0.423493518210179,0.175496240774768,0.218071563118031
0.0600401671223928,0.13438457440143,0.0538462118344897,0.150039187392285
0.478710641198085,0.672215367302071,0.416390013415605,0.179094678656628
0.123401093598295,0.315737957882851,0.139323199864268,0.213238679924268
0.0494224361070757,0.103255410074848,0.0567517306496034,0.135099895511091
0.128074320624106,0.31337291875634,0.142407671630225,0.253959404453889
0.21779588966028,0.443814261031113,0.248058196621704,0.255981411453616
0.0502612463771001,0.135022050716462,0.0547754282482552,0.161345698464295
0.160331091031023,0.340113333030319,0.184983830656552,0.228795240676925
0.117919446632353,0.320461138123876,0.146262328236992,0.246058961548159
0.637159882202704,0.848031040070864,0.643310587791165,0.425829020127541
0.174930401170688,0.404037975088292,0.150960732096295,0.171815851512966
0.738759417973545,0.90050507263661,0.736595271254448,0.561558741487072
0.0539093798859289,0.132406245008322,0.0546327113409824,0.15806909750737
0.757207125175323,0.90553034470118,0.742107566057431,0.547550427544451
0.0315795263015545,0.0823212251767497,0.0347677894489126,0.118285902156955
0.387345691841817,0.602822914637973,0.353447443258798,0.264967080116204
0.148815556490982,0.413980897726873,0.171967633874728,0.275516541696461
0.554913796789406,0.836405678041901,0.598599573471878,0.454330666499886
0.0776441895372228,0.253542268480079,0.0814501802235879,0.157409257064237
0.0777846619995736,0.267024415704295,0.0887554149784448,0.18221609965049
0.238956132673542,0.531609956073545,0.217484790827367,0.197360954225096
0.0245735102730833,0.094141921202865,0.0275767076034492,0.0977698003165968
0.497193114182549,0.712056762529373,0.469271122034313,0.269737641829061
0.538307206448674,0.835349986362543,0.491110524964829,0.47467580496653
0.027160992421024,0.119102552866003,0.0262901998158993,0.109786146734705
0.688563538028381,0.863345358026846,0.670363230787275,0.476268801794675
0.0285695507668557,0.0828028451642392,0.0353629920152849,0.117611633488139
0.041414004474611,0.115493256292617,0.0429105693400392,0.151110404203825
0.643343834695835,0.86563616220597,0.652375889857383,0.550294706772218
0.0848248325145884,0.213494781630812,0.0918817055809864,0.146539146018123
0.15096191861844,0.390338735961602,0.157312469928054,0.203537298756054
0.768001557402262,0.904181148960582,0.731883944398689,0.477100265386761
0.502336088182878,0.761507349893088,0.594362617761908,0.474772617929596
0.0610503512997665,0.17355925803931,0.0690794982165169,0.155177781490434
0.00938147626773867,0.0291308254192614,0.0171669679500638,0.101641778952359
0.340998500017794,0.514533221671989,0.247938889835655,0.0656047313674795
0.127949038806631,0.439790047344966,0.301794112894481,0.242321892507966
0.391704500322111,0.648277264585526,0.352321019952559,0.256728152031337
0.0139389658665075,0.0527448514542698,0.0210798222729581,0.105128372801326
0.449529144188047,0.786578486692223,0.429079136666112,0.245853480154271
0.269438893091553,0.532514818734184,0.218612597504652,0.113337967190689
0.029622953434807,0.111877482578293,0.0341045519392752,0.0952800578781524
0.115586050464758,0.287386453709291,0.0743767118447121,0.0385922740078441
0.255134270553905,0.574065100124703,0.407594148222377,0.391556772038022
0.279612577285263,0.577582370255096,0.327007109324164,0.243221630290612
0.000494842236532553,0.00164375766979741,0.000918806329370706,0.031381285639983
0.795609019881064,0.912844236714231,0.789901370921467,0.560613213280953
0.0727545492926327,0.19225796105074,0.0762532885309351,0.138447971167994
0.740677800164839,0.914424300115905,0.741548287765387,0.598501434101634
0.286937284614631,0.531578230828052,0.260386710908991,0.22360325656855
0.42589238086395,0.715927166124817,0.423650674096442,0.369143181587685
0.641500203035445,0.88626800330092,0.584576877743863,0.433886009606073
0.681050011303379,0.885930966519252,0.618634990657089,0.390152485712146
0.708348359033846,0.88518228718538,0.705916299189066,0.526258087006308
0.730690362620912,0.898307830359178,0.724061530697693,0.575174327356494
0.71148981788684,0.87165742063062,0.714054372909059,0.525944521521882
0.0664087294274623,0.184305657139588,0.0711499344771602,0.174345950263648
0.389504655179543,0.647129434687986,0.352409670055294,0.259344510693733
0.632352704369582,0.869324934023954,0.662471732951583,0.587303589788036
0.803880181178932,0.941787887691614,0.82417066970655,0.672183512004596
0.0505377724303696,0.14496556427325,0.0614462321957987,0.160298171264281
0.0368668682030052,0.100324071806696,0.0410680326240244,0.116563983591141
0.765786533995145,0.902361865954138,0.758880383728178,0.525349404238502
0.00637226968785158,0.0154549787128005,0.0169256108555175,0.119368252396302
0.119294585037476,0.314640944510694,0.133050182997038,0.18446810805162
0.0705929169857457,0.189295245537165,0.0842084393826669,0.166421233940431
0.673477367105104,0.831225539612781,0.658594973524036,0.429428348541874
0.0318403798178648,0.09080398375464,0.0448014158891927,0.148709788522154
0.437508448472148,0.709645642324364,0.431483045822521,0.36473917128966
0.667981329446631,0.861489493803287,0.679729607404787,0.551701887741624
0.0227186167560396,0.0545150077157108,0.0337164406367687,0.123802808621554
0.0414834431594527,0.115677421181805,0.0548948017760973,0.132964417760614
0.0424497564309253,0.118602941311911,0.0508397746452118,0.130175450911737
0.73214326501735,0.884498107104519,0.727651056908224,0.521108006143863
0.588946114526085,0.78815470885975,0.628878433450933,0.508477497497863
0.79129849275181,0.907198882484052,0.789535414251179,0.574390762003558
0.105788796605068,0.249561169459596,0.107815434355786,0.150943171055384
0.763577855165756,0.901673973359283,0.759485233307726,0.598055257548721
0.0448053990228466,0.128308627753518,0.057660165111787,0.174402032950748
0.43519002139505,0.674551449012709,0.449685375286724,0.396722801503928
0.622620755639785,0.809607875680952,0.588925098504012,0.356654664334437
0.0286968708212119,0.0921014586103844,0.0330885773289594,0.133886910090524
0.68333434376804,0.864703324277265,0.674166289789358,0.529598671708673
0.635463845717945,0.824738668336237,0.591889658747654,0.323152840899686
0.691106326467922,0.831131626294144,0.66235507469125,0.452047066124414
0.0175208630285886,0.0498468717968851,0.0187345712919105,0.111697150380053
0.569251189894464,0.804305962721389,0.578501375336116,0.496693636895897
0.177251759362901,0.371234789588435,0.178116937143518,0.191488653057823
0.641422636655888,0.845180912824186,0.622194788990626,0.491581947130336
0.712823998651987,0.871283727296783,0.710696666094323,0.544004337701456
0.0299502470776345,0.0753117405559208,0.0362116184480766,0.115505715071948
0.734108832375241,0.887527045720056,0.740065550845947,0.541131647386466
0.12062006919561,0.350575559335727,0.151700980220973,0.265323698332312
0.815535488103059,0.945409951507188,0.825461537892751,0.653402988408724
0.0331782081213597,0.0852693262190901,0.0384305600433033,0.10460375042542
0.813913676891393,0.932264354451423,0.818963596043303,0.603081008840519
0.874860749836371,0.952738581201224,0.868611682547654,0.652071795927726
0.663637873928785,0.850687937723794,0.638958617755937,0.501739987698277
0.0921539332730048,0.220485648248879,0.103191564340951,0.185005069202325
0.0625174406852036,0.135606283105825,0.0755026363297381,0.150364282924294
0.705384803162035,0.859375282640899,0.69608441324954,0.524404204586333
0.138159585357967,0.303181742450633,0.156688833419636,0.225476596727763
0.000113990685811021,0.000276045208002782,0.00131433173651115,0.0655904235190935
0.0923181450842692,0.207820064456486,0.101088456483428,0.142968687347414
0.103891945490431,0.264550355841336,0.121373607827867,0.234787809574224
0.0522733213433527,0.161191611987239,0.0693631202824708,0.204882764365575
0.0634147341903902,0.181080028333807,0.0796875169631129,0.212169201913493
0.018888034501177,0.0553358623544058,0.0250814855010013,0.118969217159994
0.810422038511585,0.930825464727304,0.796382329458051,0.606203978291256
0.78663412443975,0.910318405565314,0.780224924064406,0.52907157289108
0.882048312131865,0.95737110947667,0.884748037177502,0.666976727138459
0.132841780467525,0.230114268542434,0.113553371217242,0.238764383716789
0.111202071716538,0.315498504785952,0.136060804993001,0.245834957725114
0.0867518558210228,0.183744749838967,0.136585685663935,0.241786781566374
0.510960459622164,0.748718573448175,0.559735276228316,0.533125670326892
0.736593255925418,0.880208984269794,0.732973952709022,0.549856570276125
0.0272323615311871,0.0693242622960253,0.0431961276550741,0.135617835505903
