id,balance_time,LTV_time,interest_rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,default,mat_orig_diff
46824,176724.09933333335,94.56183064373334,6.97,168.16400000000002,0.23795427449333334,7.713333333333335,0.0,0.0,0.0,0.0,175000.0,555.0,70.0,0.0,222.3899999999999,1.0,120.0
46826,51170.08466666666,100.50054714886664,10.5,165.416,1.8808086463666664,7.846666666666666,0.0,0.0,0.0,0.0,55200.0,554.0,80.0,0.0,222.3899999999999,0.0,120.0
46829,58257.433333333334,87.28900088906667,9.400000000000002,170.19533333333337,1.998497704873333,7.386666666666667,0.0,0.0,1.0,0.0,61600.0,526.0,70.0,0.0,222.3899999999999,0.0,120.0
46831,426081.08333333326,82.53946516906666,5.083333333333333,170.19533333333337,1.998497704873333,7.386666666666667,0.0,0.0,0.0,0.0,450000.0,504.0,69.20000000000002,0.6666666666666666,212.73,0.0,118.0
46834,246538.42533333338,107.33430317100002,9.099999999999998,160.156,1.9651024817533334,8.493333333333334,0.0,0.0,0.0,0.0,250000.0,617.0,78.1,0.0,222.3899999999999,1.0,120.0
46835,99121.89733333333,101.42931290966666,3.8420000000000005,170.19533333333337,1.998497704873333,7.386666666666667,0.0,0.0,1.0,0.0,103200.0,583.0,80.0,0.0,222.3899999999999,0.0,120.0
46836,196263.7386666667,88.18675751613333,6.54,170.19533333333337,1.998497704873333,7.386666666666667,0.0,0.0,1.0,0.0,210650.0,551.0,75.0,0.0,212.73,0.0,118.0
46838,104158.32800000002,97.3338938148,6.175,170.19533333333337,1.998497704873333,7.386666666666667,0.0,0.0,1.0,0.0,112050.0,664.0,83.0,0.0,212.73,1.0,118.0
46841,106455.21533333333,103.93581720826667,8.120000000000001,170.19533333333337,1.998497704873333,7.386666666666667,0.0,0.0,1.0,0.0,114835.0,623.0,85.0,8.120000000000001,222.3899999999999,0.0,121.0
46845,134257.03199999998,93.60346235073332,6.566666666666666,170.19533333333337,1.998497704873333,7.386666666666667,0.0,0.0,1.0,0.0,144800.0,631.0,80.0,0.0,212.73,0.0,118.0
46848,94914.67733333334,61.02154345246666,8.900000000000002,167.86533333333333,1.9186841548800002,7.613333333333333,0.0,0.0,1.0,1.0,100000.0,624.0,50.29999999999999,8.900000000000002,212.73,0.0,118.0
46853,143449.6026666667,77.97541094406665,3.933333333333333,170.19533333333337,1.998497704873333,7.386666666666667,0.0,0.0,1.0,0.0,154000.0,591.0,66.10000000000001,0.0,212.73,0.0,119.0
46859,94647.21666666666,106.94789894006665,7.733333333333333,165.416,1.8808086463666664,7.846666666666666,0.0,0.0,1.0,0.0,102850.0,523.0,85.0,7.733333333333333,222.3899999999999,0.0,120.0
46864,53052.55933333333,122.32441047133332,11.5,161.30266666666665,0.15063140719999993,8.293333333333335,0.0,0.0,1.0,0.0,54000.0,571.0,90.0,11.5,222.3899999999999,1.0,120.0
46868,97560.08199999998,106.05536997153334,6.466666666666667,164.30666666666667,0.19561674950666663,8.006666666666668,0.0,0.0,1.0,0.0,96000.0,649.0,80.0,0.0,212.73,1.0,118.0
46883,62608.598,85.68177459413332,6.599999999999998,170.19533333333337,1.998497704873333,7.386666666666667,0.0,0.0,0.0,0.0,70550.0,615.0,85.0,0.0,191.42000000000004,0.0,120.0
46890,654890.1046666666,109.42401414253331,6.263333333333333,161.30266666666665,0.15063140719999993,8.293333333333335,0.0,0.0,1.0,0.0,600007.0,563.0,72.29999999999998,0.0,222.3899999999999,1.0,120.0
46892,206621.00933333335,122.1216499656,3.066666666666667,158.5653333333333,1.9093485246399997,8.666666666666666,0.0,0.0,1.0,0.0,225000.0,619.0,93.79999999999997,0.0,222.3899999999999,0.0,120.0
46899,250372.21066666665,74.4097572064,7.261333333333332,168.16400000000002,0.23795427449333334,7.713333333333335,0.0,0.0,1.0,0.0,245000.0,507.0,54.399999999999984,2.3546666666666667,222.3899999999999,1.0,120.0
46901,506908.8686666666,104.83221737553335,2.933333333333333,170.19533333333337,1.998497704873333,7.386666666666667,0.0,0.0,1.0,0.0,577800.0,655.0,90.0,0.0,222.3899999999999,0.0,121.0
46905,419732.70933333325,108.60146376960002,2.4,170.19533333333337,1.998497704873333,7.386666666666667,0.0,1.0,0.0,0.0,412000.0,652.0,80.0,2.4,222.3899999999999,0.0,121.0
46909,392000.53799999994,119.72798972166669,4.380666666666667,158.86666666666667,0.18823271110666662,8.546666666666669,0.0,0.0,1.0,0.0,370000.0,621.0,84.1,0.0,212.73,1.0,118.0
46915,875941.5099999999,100.02340776213333,4.9,155.368,0.49824109711333325,8.926666666666666,0.0,0.0,1.0,0.0,840000.0,660.0,70.0,0.0,212.73,1.0,119.0
